fecha,titulo,estado,fenomeno,mes,mes_es
2013-08-02,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 15, 16, 17, 18, 19 y 22 de julio de 2013, en los municipios de Cañitas de Felipe Pescador y Tabasco del Estado de Zacatecas",Tabasco,lluvia,8,agosto
2013-08-08,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 25 y 27 de julio de 2013, en el Municipio de Juárez del Estado de Chihuahua",Chihuahua,lluvia,8,agosto
2013-08-08,"Declaratoria de Emergencia por la presencia de tornado ocurrido el 26 de julio de 2013, en el Municipio de Ojinaga, del Estado de Chihuahua",Chihuahua,tornado,8,agosto
2013-08-30,"Declaratoria de Emergencia por la ocurrencia de sismo de magnitud 6.0° en escala de Richter el día 21 de agosto de 2013, en 19 municipios del Estado de Guerrero",Guerrero,sismo,8,agosto
2013-09-02,"Declaratoria de Emergencia por la ocurrencia de lluvia severa el día 18 de agosto de 2013, en los municipios de Malinaltepec y San Luis Acatlán del Estado de Guerrero",Guerrero,lluvia,9,septiembre
2013-09-03,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 24 de agosto de 2013, en el Municipio de Loreto del Estado de Baja California Sur",Baja California Sur,lluvia,9,septiembre
2013-09-05,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 25, 26 y 27 de agosto de 2013, en 37 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2013-09-06,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 24, 25, 27 y 28 de agosto de 2013, en los municipios de Mulegé y Comondú, así como por la ocurrencia de lluvia severa los días 27 y 28 de agosto de 2013, en el Municipio de Los Cabos del Estado de Baja California Sur",Baja California Sur,lluvia,9,septiembre
2013-09-09,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 25, 26 y 27 de agosto de 2013, en 8 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2013-09-17,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 2 de septiembre de 2013, en el Municipio de Ixpantepec Nieves del Estado de Oaxaca",Oaxaca,lluvia,9,septiembre
2013-09-18,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 5 de septiembre de 2013, en los municipios de Villa Sola de Vega y Santa María Sola del Estado de Oaxaca",Oaxaca,lluvia,9,septiembre
2013-09-23,"Declaratoria de Emergencia por la presencia de inundación pluvial e inundación fluvial ocurrida los días 9 al 13 de septiembre de 2013, en los municipios de Juárez y Chihuahua del Estado de Chihuahua",Chihuahua,inundación,9,septiembre
2013-09-23,"Declaratoria de Emergencia Extraordinaria por la presencia de lluvia severa el día 14 de septiembre de 2013, en 49 municipios del Estado de Guerrero",Guerrero,lluvia,9,septiembre
2013-09-23,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 12 y 13 de septiembre de 2013, en 7 municipios del Estado de Oaxaca",Oaxaca,lluvia,9,septiembre
2013-09-23,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 12, 13 y 14 de septiembre de 2013, en 42 municipios del Estado de Oaxaca",Oaxaca,lluvia,9,septiembre
2013-09-23,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 9 y 10 de septiembre de 2013, en 8 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2013-09-26,"Declaratoria de Emergencia por la presencia de movimiento de ladera ocurrido los días 12, 13 y 14 de septiembre de 2013, en el Municipio de Tuxtla Gutiérrez del Estado de Chiapas",Chiapas,movimiento de ladera,9,septiembre
2013-09-27,"Declaratoria de Emergencia por la presencia de inundación e inundación fluvial en el Municipio de Catazajá del Estado de Chiapas, así como por la presencia de lluvia severa en el Municipio de Arriaga de dicha entidad federativa, ocurridas los días 12, 13 14 y 15 de septiembre de 2013",Chiapas,inundación,9,septiembre
2013-09-27,"Declaratoria de Emergencia por la ocurrencia de la tormenta tropical ""Manuel"" (lluvia severa) los días 15, 16 y 17 de septiembre de 2013, en 7 municipios del Estado de Colima",Colima,tormenta,9,septiembre
2013-09-27,"Declaratoria de Emergencia por la presencia de lluvia severa el día 16 de septiembre de 2013, en 33 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,9,septiembre
2013-09-27,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 13, 14, 15 y 16 de septiembre de 2013, en 7 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2013-09-27,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 14, 15 y 16 de septiembre de 2013, en 8 municipios del Estado de Zacatecas",Zacatecas,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 15 y 16 de septiembre de 2013, en 24 municipios del Estado de Guerrero",Guerrero,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa provocada por tormenta tropical y huracán, ocurrida los días 14, 15 y 16 de septiembre de 2013, en 21 municipios del Estado de Jalisco",Jalisco,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa provocada por el huracán ""Manuel"", ocurrida el día 15 de septiembre de 2013, en 9 municipios del Estado de Michoacán de Ocampo",Michoacán de Ocampo,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia del huracán ""Ingrid"" y la tormenta tropical ""Manuel"", ocurrida el día 13 de septiembre de 2013, en 4 municipios del Estado de Morelos",Morelos,huracán,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa provocada por la tormenta tropical ""Ingrid"", ocurrida el día 16 de septiembre de 2013, en 8 municipios del Estado de Nuevo León",Nuevo León,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de la tormenta tropical ""Manuel"" (lluvia severa) ocurrida del 12 al 15 de septiembre de 2013, en 9 municipios del Estado de Oaxaca",Oaxaca,tormenta,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa en 7 municipios del Estado de San Luis Potosí, e inundación en 14 municipios de dicha entidad federativa, ocurridas del 12 al 16 de septiembre de 2013",San Luis Potosí,lluvia,9,septiembre
2013-09-30,"Declaratoria de Emergencia por la presencia de lluvia severa provocada por el huracán Categoría 1 ""Manuel"", los días 18 y 19 de septiembre de 2013, en 5 municipios del Estado de Sinaloa",Sinaloa,lluvia,9,septiembre
2013-10-07,"Declaratoria de Emergencia por la presencia de lluvia severa los días 13 y 14 de septiembre de 2013, provocada por las tormentas tropicales ""Ingrid"" y ""Manuel"" en los municipios de Cintalapa y Jiquipilas del Estado de Chiapas",Chiapas,lluvia,10,octubre
2013-10-07,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial y pluvial, ocurridas los días del 19 al 21 de septiembre de 2013, en el Municipio de Hidalgo del Parral del Estado de Chihuahua",Hidalgo,lluvia,10,octubre
2013-10-07,"Declaratoria de Emergencia por la ocurrencia de lluvia severa del 15 al 19 de septiembre de 2013, en 11 municipios del Estado de Durango",Durango,lluvia,10,octubre
2013-10-07,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 17 y 18 de septiembre de 2013, en 3 municipios del Estado de Nayarit",Nayarit,lluvia,10,octubre
2013-10-07,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 14, 15 y 16 de septiembre de 2013, en los municipios de Felipe Carrillo Puerto y Lázaro Cárdenas del Estado de Quintana Roo",Quintana Roo,lluvia,10,octubre
2013-10-07,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 20 y 21 de septiembre de 2013, en el Municipio de Catorce del Estado de San Luis Potosí",San Luis Potosí,lluvia,10,octubre
2013-10-08,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 14, 15, 16, 17 y 18 de septiembre de 2013, provocada por el huracán ""Ingrid"" y la tormenta tropical ""Manuel"", en 42 municipios del Estado de Oaxaca",Oaxaca,lluvia,10,octubre
2013-10-08,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 18 y 19 de septiembre de 2013, provocada por el huracán categoría 1 ""Manuel"", en 4 municipios del Estado de Sinaloa",Sinaloa,lluvia,10,octubre
2013-10-08,"Declaratoria de Emergencia por la ocurrencia de lluvia severa e inundación fluvial en 8 municipios del Estado de Veracruz de Ignacio de la Llave, del 13 al 16 de septiembre de 2013",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2013-10-14,"Declaratoria de Emergencia por la presencia de inundación fluvial ocurrida el día 19 de septiembre de 2013, en el Municipio de San Lucas del Estado de Michoacán de Ocampo",Michoacán de Ocampo,inundación,10,octubre
2013-10-16,"Declaratoria de Emergencia por la presencia de lluvia severa e inundaciones fluviales y pluviales ocurridas los días 14 al 17 de septiembre de 2013, en 14 municipios del Estado de Nuevo León",Nuevo León,lluvia,10,octubre
2013-10-23,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 13 al 16 de octubre de 2013, en 5 municipios del Estado de Baja California Sur",Baja California Sur,lluvia,10,octubre
2013-10-30,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 19, 20 y 21 de octubre de 2013, en el Municipio de Coyuca de Benítez del Estado de Guerrero",Guerrero,lluvia,10,octubre
2013-10-31,"Declaratoria de Emergencia por la ocurrencia de lluvia severa a consecuencia del paso del huracán ""Raymond"", los días 19, 20 y 21 de octubre de 2013, en 10 municipios del Estado de Guerrero",Guerrero,lluvia,10,octubre
2013-11-06,"Declaratoria de Emergencia por la ocurrencia de inundaciones pluviales y fluviales, en 7 municipios del Estado de Guerrero durante los días 22 y 23 de octubre de 2013",Guerrero,inundación,11,noviembre
2013-11-07,Declaratoria de Emergencia por la ocurrencia de lluvias severas en 3 municipios del Estado de Veracruz de Ignacio de la Llave del 24 al 28 de octubre de 2013,Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2013-11-13,"Declaratoria de Emergencia por la presencia de lluvia severa provocada por la tormenta tropical ""Sonia"", ocurrida los días 3 y 4 de noviembre de 2013, en 7 municipios del Estado de Sinaloa",Sinaloa,lluvia,11,noviembre
2013-11-26,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial e inundación pluvial ocurridas del 12 al 14 de noviembre de 2013, en el Municipio de Benito Juárez del Estado de Quintana Roo",Quintana Roo,lluvia,11,noviembre
2013-11-26,"Declaratoria de Emergencia por la ocurrencia de lluvia severa del 8 al 14 de noviembre de 2013, en el Municipio de Macuspana del Estado de Tabasco",Tabasco,lluvia,11,noviembre
2013-11-26,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial y vientos fuertes ocurridos del 11 al 14 de noviembre de 2013, en 45 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,11,noviembre
2013-11-27,"Declaratoria de Emergencia por la presencia de inundación fluvial, ocurrida del 13 al 15 de noviembre de 2013, en 4 municipios del Estado de Tabasco",Tabasco,inundación,11,noviembre
2013-12-02,"Declaratoria de Emergencia por la ocurrencia de movimiento de ladera el día 14 de noviembre de 2013, en el Municipio de Mezcalapa del Estado de Chiapas",Chiapas,movimiento de ladera,12,diciembre
2013-12-02,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial e inundación pluvial ocurridas del 9 al 14 de noviembre de 2013, en los municipios de Ostuacán y Catazajá del Estado de Chiapas",Chiapas,lluvia,12,diciembre
2013-12-02,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial e inundación pluvial ocurridas del 13 al 15 de noviembre de 2013, en el Municipio de Othón P. Blanco del Estado de Quintana Roo",Quintana Roo,lluvia,12,diciembre
2013-12-30,"Declaratoria de Emergencia por la ocurrencia de lluvia severa los días 12, 14 y 15 de diciembre de 2013, en el Municipio de Jalapa del Estado de Tabasco",Tabasco,lluvia,12,diciembre
2014-01-03,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial, ocurridas los días 19, 20 y 21 de diciembre de 2013, en el Municipio de Urique del Estado de Chihuahua",Chihuahua,lluvia,1,enero
2014-01-06,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 24 de diciembre de 2013, en los municipios de Centro, Centla y Teapa del Estado de Tabasco",Tabasco,lluvia,1,enero
2014-01-07,"Declaratoria de Emergencia por la presencia de inundación fluvial, ocurrida el día 21 de diciembre de 2013, en el Municipio de Chínipas del Estado de Chihuahua",Chihuahua,inundación,1,enero
2014-01-20,"Declaratoria de Emergencia por la presencia de lluvia severa, inundación fluvial e inundación pluvial ocurridas del 4 al 6 de enero de 2014, en 3 municipios del Estado de Chiapas",Chiapas,lluvia,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29 del 15 al 21 de enero de 2014, en 11 municipios del Estado de Aguascalientes",Aguascalientes,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 44 municipios del Estado de Chihuahua",Chihuahua,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 19 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 25 municipios del Estado de Durango",Durango,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 21 municipios del Estado de Hidalgo",Hidalgo,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 30 municipios del Estado de México",Estado de México,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 20 municipios del Estado de Michoacán de Ocampo",Michoacán de Ocampo,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 24 municipios del Estado de Nuevo León",Nuevo León,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 15 municipios del Estado de San Luis Potosí",San Luis Potosí,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29 del 15 al 21 de enero de 2014, en 22 municipios del Estado de Sonora",Sonora,helada,1,enero
2014-01-29,"Declaratoria de Emergencia Extraordinaria por la ocurrencia de helada severa debido a la presencia de los frentes fríos Nos. 27, 28 y 29, del 15 al 21 de enero de 2014, en 15 municipios del Estado de Tamaulipas",Tamaulipas,helada,1,enero
2014-01-29,"Declaratoria de Emergencia por la presencia de helada severa ocurrida los días 15, 16 y 17 de enero de 2014, en 25 municipios del Estado de Tlaxcala",Tlaxcala,helada,1,enero
2014-01-29,"Declaratoria de Emergencia por la presencia de helada severa ocurrida los días 14, 15, 16 y 17 de enero de 2014, en 38 municipios del Estado de Zacatecas",Zacatecas,helada,1,enero
2014-03-21,"Declaratoria de Emergencia por la presencia de nevada severa, ocurrida el día 9 de marzo de 2014, en el Municipio de Cuauhtémoc del Estado de Chihuahua",Chihuahua,nevada,3,marzo
2014-04-29,"Declaratoria de Emergencia por la ocurrencia de sismo con magnitud 7.2 grados en escala de Richter, el día 18 de abril de 2014, en 10 municipios del Estado de Guerrero",Guerrero,sismo,4,abril
2014-05-12,"Declaratoria de Emergencia por la presencia de granizada severa ocurrida el día 27 de abril de 2014, en 3 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,granizada,5,mayo
2014-06-11,"Declaratoria de Emergencia por la presencia de lluvia severa, ocurrida los días 1 y 2 de junio de 2014, en 41 municipios del Estado de Chiapas",Chiapas,lluvia,6,junio
2014-06-11,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 2 y 3 de junio de 2014, en 133 Municipios del Estado de Oaxaca",Oaxaca,lluvia,6,junio
2014-06-11,"Declaratoria de Emergencia por la presencia de lluvia severa del 31 de mayo al 2 de junio de 2014, en 7 Municipios del Estado de Quintana Roo",Quintana Roo,lluvia,6,junio
2014-06-13,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 29 de mayo al 4 de junio de 2014, en 5 municipios del Estado de Campeche",Campeche,lluvia,6,junio
2014-06-16,"Declaratoria de Emergencia por la presencia de lluvia severa ocasionada por la tormenta tropical ""Boris"", ocurrida del 3 al 6 de junio de 2014, en 3 municipios del Estado de Tabasco",Tabasco,lluvia,6,junio
2014-06-18,"Declaratoria de Emergencia por la presencia de ondas cálidas ocurridas del 2 al 4 de junio de 2014, en 64 municipios del Estado de Chihuahua",Chihuahua,onda cálida,6,junio
2014-06-25,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 3, 4, 5, 7, 11, 12 y 13 de junio de 2014, en el Municipio de Escárcega del Estado de Campeche",Campeche,lluvia,6,junio
2014-06-26,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 5 al 10 de junio de 2014, en 14 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,6,junio
2014-06-30,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 18, 19 y 20 de junio de 2014, en 4 municipios del Estado de Coahuila de Zaragoza",Coahuila de Zaragoza,lluvia,6,junio
2014-07-16,"Declaratoria de Emergencia por la ocurrencia de sismo con magnitud 6.9, el día 7 de julio de 2014, en 30 municipios del Estado de Chiapas",Chiapas,sismo,7,julio
2014-07-17,"Declaratoria de Emergencia por la presencia de inundación provocada por lluvia severa ocurrida el día 29 de junio de 2014, en los municipios de Tlaltizapán y Yautepec del Estado de Morelos",Morelos,inundación,7,julio
2014-07-18,"Declaratoria de Emergencia por la ocurrencia de sismo con magnitud 6.9, el día 7 de julio de 2014, en 8 municipios del Estado de Chiapas",Chiapas,sismo,7,julio
2014-07-18,"Declaratoria de Emergencia por la presencia de inundación pluvial y fluvial, el día 7 de julio de 2014, en el Municipio de Nogales del Estado de Sonora",Sonora,inundación,7,julio
2014-07-18,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurrida los días 5 y 6 de julio de 2014, en 4 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,7,julio
2014-07-21,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 1 al 9 de julio de 2014, en el Municipio de La Paz del Estado de Baja California Sur",Baja California Sur,lluvia,7,julio
2014-07-22,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial ocurrida del 6 al 8 de julio de 2014, en 4 municipios del Estado de Sinaloa",Sinaloa,lluvia,7,julio
2014-07-24,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial, ocurrida los días 12 y 13 de julio de 2014, en el Municipio de Magdalena del Estado de Sonora",Sonora,lluvia,7,julio
2014-08-01,"Declaratoria de Emergencia por la presencia de vientos fuertes ocurridos los días 20 y 21 de julio de 2014, en 3 municipios del Estado de Guerrero",Guerrero,vientos,8,agosto
2014-08-04,"Declaratoria de Emergencia por la presencia de vientos fuertes y lluvia severa, ocurridos el día 22 de julio de 2014, en el Municipio de Fronteras del Estado de Sonora",Sonora,vientos,8,agosto
2014-08-05,"Declaratoria de Emergencia por la presencia de incendios forestales ocurridos del veintiséis de febrero al veintidós de marzo de dos mil diecinueve en cinco municipios del Estado de Oaxaca; así como, del diez de abril al cinco de mayo de dos mil diecinueve en seis municipios de dicha entidad federativa.",Oaxaca,incendio,8,agosto
2014-08-06,"Declaratoria de Emergencia por la presencia de granizada severa, ocurrida los días 20, 23 y 25 de julio de 2014, en 8 municipios del Estado de Guerrero",Guerrero,granizada,8,agosto
2014-08-18,"Declaratoria de Emergencia por la presencia de tornado y granizada severa ocurrido el día 6 de agosto de 2014, en el Municipio de San Cristóbal de las Casas del Estado de Chiapas",Chiapas,tornado,8,agosto
2014-08-25,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 1 de agosto de 2014, en el Municipio de Gómez Palacio del Estado de Durango",Durango,lluvia,8,agosto
2014-08-25,"Declaratoria de Emergencia por la presencia de inundación fluvial y pluvial ocurrida los días del 8 al 10 de agosto de 2014, en 6 municipios del Estado de Zacatecas",Zacatecas,inundación,8,agosto
2014-08-26,"Declaratoria de Emergencia por la presencia de lluvia severa, ocurrida del 12 al 15 de agosto de 2014, en el Municipio de La Paz del Estado de Baja California Sur",Baja California Sur,lluvia,8,agosto
2014-09-01,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial ocurrida el día 21 agosto de 2014, en los municipios de Mocorito y Culiacán del Estado de Sinaloa",Sinaloa,lluvia,9,septiembre
2014-09-05,"Declaratoria de Emergencia por la presencia de lluvia severa, ocurrida del 23 al 25 de agosto de 2014, en el Municipio de La Paz del Estado de Baja California Sur",Baja California Sur,lluvia,9,septiembre
2014-09-12,"Declaratoria de Emergencia por la presencia de vientos fuertes y lluvia severa ocurridos los días 2 y 3 de septiembre de 2014, en 9 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,vientos,9,septiembre
2014-09-12,"Declaratoria de Emergencia por la inminente presencia de lluvia severa del 4 al 6 de septiembre de 2014, en 5 municipios del Estado de Baja California Sur",Baja California Sur,lluvia,9,septiembre
2014-09-15,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 3 y 4 de septiembre de 2014, en 5 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,9,septiembre
2014-09-19,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 3 y 4 de septiembre de 2014, en el Municipio de El Mante del Estado de Tamaulipas",Tamaulipas,lluvia,9,septiembre
2014-09-23,"Declaratoria de Emergencia Extraordinaria por el inminente impacto del huracán ""Odile"" categoría 4, a partir del 14 de septiembre de 2014, en 5 municipios del Estado de Baja California Sur",Baja California Sur,huracán,9,septiembre
2014-09-23,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 5 al 7 de septiembre de 2014, en los municipios de Durango e Hidalgo del Estado de Durango",Durango,lluvia,9,septiembre
2014-09-24,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial y pluvial ocurrida del 5 al 8 de septiembre de 2014, en 5 municipios del Estado de Chihuahua",Chihuahua,lluvia,9,septiembre
2014-09-24,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 5 al 7 de septiembre de 2014, en los municipios de Gómez Palacio y Lerdo del Estado de Durango",Durango,lluvia,9,septiembre
2014-09-24,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial ocurrida del 3 al 8 de septiembre de 2014, en el Municipio de Mazatlán del Estado de Sinaloa",Sinaloa,lluvia,9,septiembre
2014-09-26,"Declaratoria de Emergencia por la presencia de tormenta tropical Odile los días 16 y 17 de septiembre de 2014, en 21 municipios del Estado de Sonora",Sonora,tormenta,9,septiembre
2014-09-29,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 14 al 17 de septiembre de 2014, en el Municipio de Guasave del Estado de Sinaloa",Sinaloa,lluvia,9,septiembre
2014-09-29,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación pluvial y fluvial ocurrida del 16 al 18 de septiembre de 2014, en 6 municipios del Estado de Sonora",Sonora,lluvia,9,septiembre
2014-09-29,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurrida del 12 al 14 de septiembre de 2014, en los municipios de Güémez y Ocampo del Estado de Tamaulipas",Tamaulipas,lluvia,9,septiembre
2014-10-01,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 14 al 16 de septiembre de 2014, en el Municipio de Pánuco de Coronado del Estado de Durango",Durango,lluvia,10,octubre
2014-10-09,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurrida los días 26, 27 y 28 de septiembre de 2014, en 3 municipios del Estado de Chiapas",Chiapas,lluvia,10,octubre
2014-10-09,"Declaratoria de Emergencia por la presencia de inundación pluvial ocurrida los días 21 y 22 de septiembre de 2014, en el Municipio de Juárez del Estado de Chihuahua",Chihuahua,inundación,10,octubre
2014-10-09,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 28 y 29 de septiembre de 2014, en 5 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2014-10-13,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial y pluvial ocurrida los días 1 y 2 de octubre de 2014, en 5 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2014-10-14,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 27, 28, 29 y 30 de septiembre, 1 y 2 de octubre de 2014, en 4 municipios del Estado de Guerrero",Guerrero,lluvia,10,octubre
2014-10-14,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 4 y 5 de octubre de 2014, en el Municipio de Ocotlán del Estado de Jalisco",Jalisco,lluvia,10,octubre
2014-10-14,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida los días 30 de septiembre y 1 de octubre de 2014, en 3 municipios del Estado de Jalisco",Jalisco,lluvia,10,octubre
2014-10-16,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 4 al 6 de octubre de 2014, en el Municipio de Tuxpan del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2014-10-17,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida el día 7 de octubre de 2014, en los municipios de Chocamán y Coscomatepec del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2014-10-27,"Declaratoria de Emergencia por la presencia de lluvia severa derivada de la tormenta tropical ""Trudy"" los días 17 y 18 de octubre de 2014, en 35 municipios del Estado de Guerrero",Guerrero,lluvia,10,octubre
2014-10-27,"Declaratoria de Emergencia por la presencia de lluvia severa e inundación fluvial ocurrida los días 13, 14 y 15 de octubre de 2014, en 11 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2014-10-30,"Declaratoria de Emergencia por la ocurrencia de lluvia severa provocada por la presencia de la tormenta tropical ""Trudy"" los días 17, 18 y 19 de octubre de 2014, en 100 municipios del Estado de Oaxaca",Oaxaca,lluvia,10,octubre
2014-11-03,"Declaratoria de Emergencia por la presencia de lluvia severa el día 22 de octubre de 2014, en 6 municipios del Estado de Quintana Roo",Quintana Roo,lluvia,11,noviembre
2014-11-19,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 4 al 6 de noviembre de 2014, en 39 municipios del Estado de Durango",Durango,lluvia,11,noviembre
2014-11-28,"Declaratoria de Emergencia por la presencia de lluvia severa ocurrida del 17 al 19 de noviembre de 2014, en los municipios de Centro y Nacajuca del Estado de Tabasco",Tabasco,lluvia,11,noviembre
